입장일,총입장객수,휴일유형,전날_방문객,전전날_방문객,작년동기_방문객,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),일 최심신적설(cm),검색량,비가왔는가,폭염인가,전주_동요일_방문객,명절인가
2024-09-27,23894,0,17636.0,18770.0,25966.0,22.7,19.1,28.0,0.0,2.4,0.0,9.8766,0,0,8239.0,0
2024-09-28,41158,1,23894.0,17636.0,31733.0,23.2,19.2,27.9,0.0,3.4,0.0,14.93172,0,0,25117.0,0
2024-09-29,36325,1,41158.0,23894.0,25381.0,23.5,19.1,29.0,0.0,2.7,0.0,12.59366,0,0,40132.0,0
2024-09-30,17477,0,36325.0,41158.0,45302.0,23.0,18.3,28.5,0.0,2.1,0.0,17.49649,0,0,18289.0,0
2024-10-01,23637,2,17477.0,36325.0,41766.0,18.3,13.3,21.7,2.5,2.5,0.0,100.0,1,0,19105.0,0
2024-10-02,19333,0,23637.0,17477.0,36278.0,14.9,11.6,19.9,0.0,2.5,0.0,16.22103,0,0,18770.0,0
2024-10-03,43473,2,19333.0,23637.0,20838.0,16.4,10.8,22.5,0.0,1.9,0.0,19.07827,0,0,17636.0,0
2024-10-04,26802,0,43473.0,19333.0,18611.0,17.6,11.9,24.2,0.0,1.8,0.0,14.05084,0,0,23894.0,0
2024-10-05,43104,1,26802.0,43473.0,20223.0,17.5,11.6,24.4,0.0,1.6,0.0,16.25218,0,0,41158.0,0
2024-10-06,29632,1,43104.0,26802.0,32418.0,15.4,12.3,17.9,0.0,1.4,0.0,9.57201,0,0,36325.0,0
2024-10-07,16569,0,29632.0,43104.0,33532.0,16.9,14.0,20.7,0.0,1.3,0.0,7.68219,0,0,17477.0,0
2024-10-08,27067,0,16569.0,29632.0,32746.0,17.7,12.7,23.9,0.0,1.8,0.0,11.54837,0,0,23637.0,0
2024-10-09,44298,2,27067.0,16569.0,20128.0,18.8,13.9,24.4,0.0,2.3,0.0,14.83481,0,0,19333.0,0
2024-10-10,19741,0,44298.0,27067.0,20452.0,18.8,15.3,24.1,0.0,1.9,0.0,6.93283,0,0,43473.0,0
2024-10-11,23525,0,19741.0,44298.0,19301.0,18.6,13.9,24.4,0.0,1.8,0.0,9.12379,0,0,26802.0,0
2024-10-12,37414,1,23525.0,19741.0,19867.0,18.3,13.4,24.7,0.0,1.5,0.0,13.04362,0,0,43104.0,0
2024-10-13,35362,1,37414.0,23525.0,23102.0,18.3,12.6,22.6,0.0,2.0,0.0,10.91151,0,0,29632.0,0
2024-10-14,16880,0,35362.0,37414.0,37091.0,19.3,17.6,21.5,0.0,1.9,0.0,5.66948,0,0,16569.0,0
2024-10-15,16244,0,16880.0,35362.0,18372.0,19.2,17.6,21.9,0.5,1.8,0.0,4.74014,1,0,27067.0,0
2024-10-16,20542,0,16244.0,16880.0,20075.0,18.2,14.4,24.2,0.0,1.5,0.0,5.28875,0,0,44298.0,0
2024-10-17,22440,0,20542.0,16244.0,20832.0,19.0,13.8,25.7,0.0,1.7,0.0,5.99138,0,0,19741.0,0
2024-10-18,14663,0,22440.0,20542.0,17001.0,17.4,16.2,18.8,47.1,2.5,0.0,5.44796,1,0,23525.0,0
2024-10-19,30701,1,14663.0,22440.0,20565.0,16.6,12.4,21.1,1.0,3.3,0.0,9.77969,1,0,37414.0,0
2024-10-20,33481,1,30701.0,14663.0,33108.0,13.4,10.5,17.8,0.0,3.7,0.0,8.66171,0,0,35362.0,0
2024-10-21,16045,0,33481.0,30701.0,34191.0,14.8,9.7,19.3,0.0,2.3,0.0,4.19327,0,0,16880.0,0
2024-10-22,11250,0,16045.0,33481.0,18036.0,15.5,14.9,16.6,20.6,2.0,0.0,3.42488,1,0,16244.0,0
2024-10-23,19313,0,11250.0,16045.0,18248.0,12.7,9.4,15.5,2.3,3.7,0.0,4.03925,1,0,20542.0,0
2024-10-24,21106,0,19313.0,11250.0,20537.0,12.5,7.1,18.4,0.0,1.8,0.0,5.12088,0,0,22440.0,0
2024-10-25,25361,0,21106.0,19313.0,17119.0,14.9,8.7,21.5,0.0,1.7,0.0,7.15608,0,0,14663.0,0
2024-10-26,45563,1,25361.0,21106.0,22387.0,17.0,10.7,24.0,0.0,1.8,0.0,12.09352,0,0,30701.0,0
2024-10-27,32504,1,45563.0,25361.0,41933.0,16.0,14.0,18.8,0.0,1.6,0.0,7.27722,0,0,33481.0,0
2024-10-28,17660,0,32504.0,45563.0,41177.0,15.7,12.3,20.4,0.0,2.1,0.0,4.50478,0,0,16045.0,0
2024-10-29,18640,0,17660.0,32504.0,20305.0,15.0,13.4,18.3,0.0,2.3,0.0,4.08078,0,0,11250.0,0
2024-10-30,22908,0,18640.0,17660.0,21352.0,15.7,11.4,21.4,0.0,1.6,0.0,5.3199,0,0,19313.0,0
2024-10-31,24524,0,22908.0,18640.0,17901.0,15.9,11.0,22.6,0.0,1.4,0.0,6.60055,0,0,21106.0,0
2024-11-01,26740,0,24524.0,22908.0,22769.0,15.3,12.9,18.7,0.0,1.4,0.0,8.46615,0,0,25361.0,0
2024-11-02,58331,1,26740.0,24524.0,16620.0,18.1,13.0,25.1,0.0,1.9,0.0,14.2689,0,0,45563.0,0
2024-11-03,46390,1,58331.0,26740.0,34282.0,17.6,13.0,23.5,0.0,2.4,0.0,11.77682,0,0,32504.0,0
2024-11-04,19452,0,46390.0,58331.0,18588.0,14.8,8.9,18.3,0.1,2.9,0.0,5.11742,1,0,17660.0,0
2024-11-05,18887,0,19452.0,46390.0,8524.0,9.1,5.6,14.7,0.0,2.1,0.0,4.28845,0,0,18640.0,0
2024-11-06,18926,0,18887.0,19452.0,14227.0,7.5,4.1,12.5,0.0,2.5,0.0,3.80388,0,0,22908.0,0
2024-11-07,18641,0,18926.0,18887.0,17213.0,7.8,1.6,15.7,0.0,1.5,0.0,4.12924,0,0,24524.0,0
2024-11-08,20335,0,18641.0,18926.0,15143.0,10.2,3.1,18.1,0.0,1.5,0.0,6.20943,0,0,26740.0,0
2024-11-09,40229,1,20335.0,18641.0,13389.0,12.9,6.8,20.3,0.0,1.4,0.0,10.99285,0,0,58331.0,0
2024-11-10,43998,1,40229.0,20335.0,20663.0,14.4,10.3,21.0,0.0,1.8,0.0,9.55817,0,0,46390.0,0
2024-11-11,20593,0,43998.0,40229.0,20792.0,14.6,9.7,21.8,0.0,1.2,0.0,4.80764,0,0,19452.0,0
2024-11-12,22279,0,20593.0,43998.0,16052.0,14.3,11.0,19.2,0.0,2.2,0.0,4.35768,0,0,18887.0,0
2024-11-13,22095,0,22279.0,20593.0,9630.0,14.2,8.3,21.3,0.0,1.7,0.0,4.83014,0,0,18926.0,0
2024-11-14,18027,0,22095.0,22279.0,15425.0,14.8,13.2,16.8,0.1,1.8,0.0,4.0254,1,0,18641.0,0
2024-11-15,22948,0,18027.0,22095.0,11990.0,17.0,13.7,21.5,0.0,1.8,0.0,6.34788,0,0,20335.0,0
2024-11-16,32444,1,22948.0,18027.0,14903.0,17.0,14.4,22.6,6.5,2.6,0.0,9.37126,1,0,40229.0,0
2024-11-17,27446,1,32444.0,22948.0,20093.0,7.0,2.1,14.4,0.0,3.6,0.0,5.99311,0,0,43998.0,0
2024-11-18,13633,0,27446.0,32444.0,26534.0,2.8,-0.7,7.9,0.0,2.3,0.0,3.0701,0,0,20593.0,0
2024-11-19,17154,0,13633.0,27446.0,20748.0,5.7,0.3,11.3,0.0,2.0,0.0,2.82436,0,0,22279.0,0
2024-11-20,15622,0,17154.0,13633.0,17275.0,6.5,2.4,9.6,0.0,1.3,0.0,2.61322,0,0,22095.0,0
2024-11-21,16391,0,15622.0,17154.0,15468.0,9.7,6.0,14.1,0.0,2.2,0.0,2.94377,0,0,18027.0,0
2024-11-22,17250,0,16391.0,15622.0,15501.0,6.2,3.3,10.6,0.0,2.2,0.0,4.02367,0,0,22948.0,0
2024-11-23,28882,1,17250.0,16391.0,13292.0,6.4,1.5,12.6,0.0,1.7,0.0,6.15925,0,0,32444.0,0
2024-11-24,33892,1,28882.0,17250.0,19391.0,7.4,2.6,14.2,0.0,1.6,0.0,5.46008,0,0,27446.0,0
2024-11-25,16894,0,33892.0,28882.0,24836.0,10.1,3.6,15.4,0.0,2.5,0.0,2.40209,0,0,13633.0,0
2024-11-26,8695,0,16894.0,33892.0,14880.0,5.8,1.0,12.7,26.0,3.4,0.9,1.78772,1,0,17154.0,0
2024-11-27,10782,0,8695.0,16894.0,18077.0,-0.4,-1.3,1.2,22.4,1.4,19.3,1.64235,1,0,15622.0,0
2024-11-28,11263,0,10782.0,8695.0,11306.0,0.8,-1.7,3.4,4.9,1.8,8.5,1.86733,1,0,16391.0,0
2024-11-29,12130,0,11263.0,10782.0,9167.0,0.2,-3.4,3.4,0.0,1.5,0.0,2.12173,0,0,17250.0,0
2024-11-30,17427,1,12130.0,11263.0,10127.0,2.5,-0.5,5.6,0.0,1.8,0.0,3.38853,0,0,28882.0,0
2024-12-01,20365,1,17427.0,12130.0,15835.0,5.2,1.6,8.2,0.5,2.4,0.0,3.27085,1,0,33892.0,0
2024-12-02,13893,0,20365.0,17427.0,18285.0,6.4,0.6,13.0,0.0,2.2,0.0,1.95559,0,0,16894.0,0
2024-12-03,13026,0,13893.0,20365.0,12184.0,1.3,-2.4,5.2,0.0,2.4,0.0,1.84137,0,0,8695.0,0
2024-12-04,12604,0,13026.0,13893.0,13732.0,3.1,-0.6,6.9,0.0,2.1,0.0,1.50217,0,0,10782.0,0
2024-12-05,12121,0,12604.0,13026.0,11378.0,3.9,-0.1,8.8,1.8,2.3,0.0,1.74099,1,0,11263.0,0
2024-12-06,12348,0,12121.0,12604.0,14258.0,2.1,-0.4,5.2,0.0,2.5,0.0,2.16326,0,0,12130.0,0
2024-12-07,16099,1,12348.0,12121.0,15982.0,0.2,-2.5,4.6,0.0,2.5,0.0,2.61149,0,0,17427.0,0
2024-12-08,16981,1,16099.0,12348.0,22131.0,-0.2,-3.9,4.1,0.0,2.2,0.0,2.66514,0,0,20365.0,0
2024-12-09,12845,0,16981.0,16099.0,24805.0,1.0,-3.8,7.4,0.0,1.6,0.0,3.46468,0,0,13893.0,0
2024-12-10,13745,0,12845.0,16981.0,11227.0,2.6,-1.9,6.9,0.0,1.9,0.0,1.78426,0,0,13026.0,0
2024-12-11,13919,0,13745.0,12845.0,12456.0,3.0,0.2,8.2,0.0,1.6,0.0,1.78253,0,0,12604.0,0
2024-12-12,13232,0,13919.0,13745.0,13203.0,0.5,-3.2,5.4,0.0,2.1,0.0,1.80849,0,0,12121.0,0
2024-12-13,12137,0,13232.0,13919.0,7980.0,1.0,-1.5,4.5,0.0,2.2,0.0,2.21172,0,0,12348.0,0
2024-12-14,15923,1,12137.0,13232.0,8182.0,-0.8,-3.6,2.5,0.0,2.2,0.0,2.44362,0,0,16099.0,0
2024-12-15,17366,1,15923.0,12137.0,10482.0,1.2,-2.2,5.4,0.0,2.4,0.0,2.5388,0,0,16981.0,0
2024-12-16,9651,0,17366.0,15923.0,7596.0,-0.2,-3.3,3.9,0.0,1.2,0.0,1.69773,0,0,12845.0,0
2024-12-17,11376,0,9651.0,17366.0,7198.0,-0.8,-3.5,3.8,0.0,2.2,0.0,1.57831,0,0,13745.0,0
2024-12-18,9857,0,11376.0,9651.0,9475.0,-3.4,-6.2,0.9,0.0,2.2,0.0,1.53505,0,0,13919.0,0
2024-12-19,14769,0,9857.0,11376.0,8563.0,-1.4,-6.7,4.9,0.0,1.5,0.0,1.55235,0,0,13232.0,0
2024-12-20,11876,0,14769.0,9857.0,7252.0,1.4,-2.1,5.3,0.4,2.0,0.5,2.07846,1,0,12137.0,0
2024-12-21,12720,1,11876.0,14769.0,6685.0,-0.7,-4.7,1.9,2.9,2.8,2.4,2.44881,1,0,15923.0,0
2024-12-22,14314,1,12720.0,11876.0,7953.0,-3.4,-7.7,1.0,0.0,2.1,0.0,2.51284,0,0,17366.0,0
2024-12-23,10030,0,14314.0,12720.0,14306.0,0.3,-5.0,6.7,0.0,2.2,0.0,1.99539,0,0,9651.0,0
2024-12-24,11685,0,10030.0,14314.0,11119.0,-0.4,-4.3,5.1,0.0,1.4,0.0,3.04933,0,0,11376.0,0
2024-12-25,20431,2,11685.0,10030.0,11962.0,2.7,-1.1,6.5,0.1,2.0,0.0,4.29018,1,0,9857.0,0
2024-12-26,11175,0,20431.0,11685.0,11982.0,0.1,-4.8,4.2,0.0,3.4,0.0,2.08365,0,0,14769.0,0
2024-12-27,10189,0,11175.0,20431.0,12767.0,-2.6,-5.9,1.8,0.0,2.7,0.0,2.16326,0,0,11876.0,0
2024-12-28,13477,1,10189.0,11175.0,13114.0,-3.0,-6.7,1.1,0.0,2.5,0.0,2.65302,0,0,12720.0,0
2024-12-29,16894,1,13477.0,10189.0,10319.0,1.1,-4.2,6.1,0.0,1.5,0.0,2.84512,0,0,14314.0,0
2024-12-30,12212,0,16894.0,13477.0,12424.0,5.5,1.9,10.1,0.0,2.3,0.0,2.63572,0,0,10030.0,0
2024-12-31,13348,0,12212.0,16894.0,15824.0,0.6,-2.0,4.9,0.0,2.6,0.0,2.66514,0,0,11685.0,0
2025-01-01,18763,2,13348.0,12212.0,12794.0,2.6,-2.5,8.9,0.0,2.2,0.0,4.11885,0,0,20431.0,0
2025-01-02,14274,0,18763.0,13348.0,10418.0,0.5,-2.9,6.0,0.0,2.1,0.0,2.24806,0,0,11175.0,0
2025-01-03,13178,0,14274.0,18763.0,10639.0,-1.1,-5.1,3.2,0.0,2.2,0.0,2.33978,0,0,10189.0,0
2025-01-04,20570,1,13178.0,14274.0,11838.0,-0.1,-5.4,5.7,0.0,1.7,0.0,3.35392,0,0,13477.0,0
2025-01-05,13030,1,20570.0,13178.0,19120.0,1.2,-0.7,2.5,6.7,2.5,6.4,1.90713,1,0,16894.0,0
2025-01-06,9328,0,13030.0,20570.0,13378.0,1.0,-3.0,3.4,3.0,2.8,0.0,1.81022,1,0,12212.0,0
2025-01-07,10002,0,9328.0,13030.0,6115.0,-2.6,-5.7,1.5,0.1,2.7,0.4,1.64235,1,0,13348.0,0
2025-01-08,9479,0,10002.0,9328.0,6988.0,-3.4,-6.1,0.2,0.0,2.7,0.0,1.36199,0,0,18763.0,0
2025-01-09,5394,0,9479.0,10002.0,10652.0,-9.7,-11.6,-6.1,0.0,4.2,0.0,1.25988,0,0,14274.0,0
2025-01-10,7470,0,5394.0,9479.0,10197.0,-7.3,-12.2,-1.7,0.0,1.6,0.0,1.65273,0,0,13178.0,0
2025-01-11,14353,1,7470.0,5394.0,11229.0,-5.1,-9.5,0.4,0.0,1.7,0.0,2.53015,0,0,20570.0,0
2025-01-12,17237,1,14353.0,7470.0,17631.0,-3.4,-8.2,2.5,0.0,1.8,0.0,2.70321,0,0,13030.0,0
2025-01-13,8435,0,17237.0,14353.0,11468.0,-0.4,-5.6,4.1,1.3,1.7,0.1,2.06289,1,0,9328.0,0
2025-01-14,11293,0,8435.0,17237.0,8664.0,2.3,-1.7,5.2,0.1,2.3,0.0,1.92963,1,0,10002.0,0
2025-01-15,9471,0,11293.0,8435.0,11002.0,-3.5,-5.3,-0.5,0.0,2.9,0.0,1.80329,0,0,9479.0,0
2025-01-16,10317,0,9471.0,11293.0,7357.0,-0.5,-4.9,2.8,0.0,2.0,0.0,1.73061,0,0,5394.0,0
2025-01-17,12008,0,10317.0,9471.0,11473.0,-0.5,-4.9,5.6,0.0,1.8,0.0,2.63745,0,0,7470.0,0
2025-01-18,19834,1,12008.0,10317.0,10945.0,1.0,-4.0,7.5,0.0,1.6,0.0,3.99944,0,0,14353.0,0
2025-01-19,21470,1,19834.0,12008.0,12706.0,3.8,-1.2,9.0,0.0,1.8,0.0,4.02713,0,0,17237.0,0
2025-01-20,10822,0,21470.0,19834.0,14268.0,3.9,0.9,7.5,0.0,1.7,0.0,2.34324,0,0,8435.0,0
2025-01-21,11188,0,10822.0,21470.0,4678.0,2.4,-1.0,6.3,0.0,1.6,0.0,2.17884,0,0,11293.0,0
2025-01-22,11208,0,11188.0,10822.0,5030.0,3.6,0.5,7.7,0.0,1.9,0.0,2.33286,0,0,9471.0,0
2025-01-23,12061,0,11208.0,11188.0,6319.0,2.0,-2.4,7.7,0.0,1.6,0.0,2.31555,0,0,10317.0,0
2025-01-24,12994,0,12061.0,11208.0,8084.0,3.1,-2.7,10.6,0.0,1.5,0.0,2.95761,0,0,12008.0,0
2025-01-25,21928,1,12994.0,12061.0,10011.0,5.2,1.2,11.4,0.0,3.1,0.0,5.10011,0,0,19834.0,0
2025-01-26,21840,1,21928.0,12994.0,16443.0,4.6,1.8,7.5,0.0,2.8,0.0,5.43412,0,0,21470.0,0
2025-01-27,6700,2,21840.0,21928.0,17980.0,0.2,-2.7,5.1,5.6,3.5,2.6,2.69456,1,0,10822.0,0
2025-01-28,6025,2,6700.0,21840.0,9975.0,-3.9,-5.3,-2.5,0.1,4.0,0.4,2.48862,1,0,11188.0,0
2025-01-29,8740,2,6025.0,6700.0,11196.0,-4.6,-6.4,-1.3,0.2,3.1,1.0,3.44911,1,0,11208.0,0
2025-01-30,11444,2,8740.0,6025.0,11831.0,-3.8,-7.5,-1.0,0.0,1.6,0.0,3.18605,0,0,12061.0,0
2025-01-31,9220,0,11444.0,8740.0,10890.0,-0.8,-2.6,0.7,2.4,2.1,2.9,2.46612,1,0,12994.0,0
